gauge_id,station_type,daily_flow_period_start,daily_flow_period_end,daily_flow_perc_complete,hourly_flow_period_start,hourly_flow_period_end,hourly_flow_perc_complete,bankfull_flow,structurefull_flow,max_gauging_flow_date,max_gauging_flow,max_daily_flow,daily_flow_extrap_dur,max_hourly_flow,hourly_flow_extrap_dur,q5_uncert_upper,q5_uncert_lower,q25_uncert_upper,q25_uncert_lower,q50_uncert_upper,q50_uncert_lower,q75_uncert_upper,q75_uncert_lower,q95_uncert_upper,q95_uncert_lower,q99_uncert_upper,q99_uncert_lower,quncert_meta
52005,C VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.66,NaN,130.00,21-Nov-2012 13:55:43,69.38,48.10,0.00,81.03,0.01,21.61,-21.27,18.66,-18.64,33.83,-33.82,24.70,-24.54,15.59,-15.63,12.59,-12.48,Calculated discharge uncertainties
52006,C VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.94,40.00,1.50,08-Dec-1994 17:30:00,85.20,78.95,0.00,103.89,0.01,28.63,-26.85,26.85,-26.53,18.30,-18.92,19.47,-18.56,14.74,-14.51,10.75,-10.58,Calculated discharge uncertainties
52007,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.79,11.60,7.50,18-Dec-1999 16:00:00,52.93,47.72,0.00,112.89,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
52009,C VA,1970-10-01,2022-09-30,99.03,1992-01-01 09:00:00,2022-10-01 08:00:00,96.08,12.00,3.10,10-Nov-2023 14:36:00,7.76,8.34,0.02,8.98,0.13,30.40,-30.55,28.13,-28.50,26.21,-26.00,24.42,-24.41,54.06,-54.12,33.70,-33.75,Calculated discharge uncertainties
52010,C VA,1970-10-01,2022-09-30,99.43,1990-10-01 09:00:00,2022-10-01 08:00:00,98.59,80.00,5.60,05-Nov-1966 12:00:00,73.50,45.50,0.00,70.28,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
52011,CCVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.66,10.00,4.40,08-Mar-1972 08:00:00,13.05,13.10,0.01,10.77,0.00,40.66,-39.20,30.96,-27.64,19.25,-18.86,19.53,-19.59,10.94,-10.92,13.74,-13.69,Calculated discharge uncertainties
52015,C,1971-01-01,2022-09-30,88.41,1992-01-01 09:00:00,2022-10-01 08:00:00,95.09,28.80,4.70,24-Feb-1983 00:02:00,6.95,6.42,0.00,8.21,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
52016,C VA,1971-06-01,2022-09-30,98.72,1992-01-01 09:00:00,2022-10-01 08:00:00,95.84,NaN,NaN,05-Jan-1994 09:30:00,2.46,3.31,0.02,9.23,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
53005,FL,1970-10-01,2022-09-30,99.68,1991-12-09 12:00:00,2022-10-01 08:00:00,95.58,NaN,56.00,10-Jan-2007 13:19:00,23.21,32.90,0.08,53.02,0.19,21.17,-20.41,18.48,-17.90,18.01,-18.55,11.76,-11.80,10.81,-10.98,9.39,-9.34,Calculated discharge uncertainties
53006,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.96,NaN,56.00,24-Sep-2012 15:47:45,31.63,45.70,0.02,61.88,0.07,16.28,-15.68,17.45,-17.32,14.19,-13.88,16.85,-15.97,14.07,-14.02,13.17,-13.22,Calculated discharge uncertainties
53007,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.53,NaN,113.00,07-Dec-2006 12:21:00,20.57,54.30,1.56,84.57,1.83,18.71,-18.37,20.21,-18.78,16.01,-15.32,12.15,-12.10,10.30,-8.97,NaN,NaN,Calculated discharge uncertainties
53008,CC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.78,NaN,NaN,09-Dec-1965 08:30:00,65.22,60.30,0.00,84.78,0.02,28.23,-27.62,18.34,-18.18,17.64,-17.55,13.12,-12.90,14.66,-13.88,13.39,-12.87,Calculated discharge uncertainties
53009,FL,1970-10-01,2022-09-30,99.97,1990-10-01 09:00:00,2022-10-01 08:00:00,96.07,NaN,42.50,10-Jan-2007 14:45:00,7.26,13.80,0.60,22.18,0.86,20.25,-20.07,17.60,-17.14,14.17,-14.26,13.04,-12.84,7.73,-7.90,8.62,-8.29,Calculated discharge uncertainties
53013,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.65,NaN,35.50,20-Jul-2007 19:53:00,34.04,21.30,0.00,34.45,0.00,18.09,-17.95,21.86,-21.51,15.88,-15.79,36.52,-35.38,22.53,-21.43,10.91,-10.01,Calculated discharge uncertainties
53017,FV,1973-11-01,2022-09-30,94.07,1990-10-01 09:00:00,2022-10-01 08:00:00,99.94,NaN,94.00,24-Sep-2012 12:01:18,18.21,11.90,0.00,26.16,0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
53018,IV,1970-10-01,2022-09-30,99.35,1990-10-01 09:00:00,2022-10-01 08:00:00,99.89,NaN,NaN,05-Jan-2024 12:40:52,278.60,249.90,0.00,272.31,0.00,24.87,-22.96,17.78,-15.98,21.63,-21.28,13.55,-13.72,13.23,-13.12,16.49,-16.15,Calculated discharge uncertainties
53022,US,1976-09-01,2022-09-30,65.02,1996-03-07 00:00:00,2022-10-01 08:00:00,79.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
53023,FV,1976-10-29,2022-09-30,87.87,1990-10-01 09:00:00,2022-10-01 08:00:00,99.96,NaN,20.40,03-Jan-2024 15:16:41,10.86,10.10,0.00,18.13,0.02,29.20,-27.01,20.84,-20.71,17.49,-17.45,19.34,-18.94,21.26,-20.27,14.64,-13.90,Calculated discharge uncertainties
53028,FV,1982-01-01,2022-09-30,78.36,1990-10-01 09:00:00,2022-10-01 08:00:00,99.69,NaN,NaN,03-Jan-2003 12:08:00,19.31,14.20,0.00,14.54,0.00,18.95,-18.62,20.04,-20.32,13.16,-13.04,11.33,-11.63,12.05,-12.25,10.84,-10.95,Calculated discharge uncertainties
54001,US,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,420.00,NaN,02-Nov-2000 10:16:00,557.72,535.00,0.00,522.34,0.00,NaN,NaN,16.29,-16.83,13.48,-13.60,7.55,-7.56,9.18,-9.29,10.07,-9.92,Calculated discharge uncertainties
54002,VA,1970-10-01,2022-09-30,99.54,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,125.00,NaN,12-Jul-1968 00:00:00,368.00,411.00,0.01,464.11,0.01,27.75,-28.60,21.63,-21.77,13.18,-12.48,28.57,-28.82,8.30,-7.88,7.77,-7.14,Calculated discharge uncertainties
54003,TP,1970-10-01,2022-09-30,99.85,1990-10-01 09:00:00,2022-10-01 08:00:00,99.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
54004,CC,1970-10-01,2022-09-30,97.53,1990-10-01 09:00:00,2022-10-01 08:00:00,98.96,55.00,NaN,05-Mar-2007 12:00:00,25.39,62.80,0.22,79.14,0.33,19.70,-18.72,16.55,-16.34,16.38,-15.63,11.69,-11.51,18.57,-18.34,10.92,-10.06,Calculated discharge uncertainties
54005,US,1970-10-01,2022-09-30,100.00,1994-10-19 11:00:00,2022-10-01 08:00:00,87.35,220.00,NaN,01-Nov-2000 09:45:00,457.91,474.60,0.01,474.02,0.01,25.34,-25.81,18.23,-17.95,11.66,-11.64,9.58,-9.63,11.45,-11.58,17.17,-17.34,Calculated discharge uncertainties
54007,C,1970-10-01,2022-09-30,99.71,2003-09-21 09:00:00,2022-10-01 08:00:00,59.46,29.00,NaN,31-May-1979 00:00:00,76.09,150.00,0.04,255.12,0.12,17.97,-17.17,14.77,-14.60,14.89,-14.87,12.60,-12.32,10.05,-9.78,15.17,-11.06,Calculated discharge uncertainties
54008,VA,1970-10-01,2022-09-30,99.97,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,200.00,NaN,15-Jan-1968 00:00:00,234.77,251.50,0.01,263.15,0.03,24.71,-24.41,14.83,-14.79,13.49,-13.32,9.99,-9.80,9.27,-9.05,9.34,-9.21,Calculated discharge uncertainties
54011,FV,1970-10-01,2022-09-30,84.14,1990-10-01 09:00:00,2022-10-01 08:00:00,94.26,34.00,NaN,28-Jan-1960 00:00:00,33.36,30.95,0.00,36.71,0.00,16.10,-14.95,15.34,-14.78,14.92,-14.05,22.51,-25.31,13.31,-15.63,12.66,-12.84,Calculated discharge uncertainties
54012,FV,1970-10-01,2022-09-30,99.62,1994-07-23 00:00:00,2022-10-01 08:00:00,82.31,26.00,NaN,20-Jan-1990 12:15:00,56.36,56.30,0.00,53.70,0.00,14.87,-14.74,15.33,-15.45,11.19,-11.11,19.11,-22.26,16.70,-16.79,14.87,-15.19,Calculated discharge uncertainties
54015,FV,1971-10-01,2022-09-30,96.82,1990-10-01 09:00:00,2022-10-01 08:00:00,99.24,19.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.88,-17.71,23.42,-22.21,13.04,-12.95,18.65,-18.53,31.96,-30.71,21.00,-19.82,Calculated discharge uncertainties
54016,FLCB,1977-04-20,2022-09-30,87.37,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,18.00,NaN,07-Nov-2000 11:34:00,23.81,27.62,0.01,32.45,0.02,17.28,-16.93,17.51,-18.51,20.16,-19.73,14.11,-13.45,14.21,-14.04,14.63,-15.04,Calculated discharge uncertainties
54017,FLCB,1970-10-01,2022-09-30,99.74,1990-10-01 09:00:00,2022-10-01 08:00:00,99.58,14.00,9.60,28-Jan-1977 00:00:00,34.14,127.00,0.33,240.08,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Less than 20 stage-discharge measurements available for most recent rating
54018,FLCB,1970-10-01,2022-09-30,97.25,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,24.50,NaN,21-Oct-2023 08:50:00,34.38,39.40,0.02,65.31,0.04,20.43,-20.93,14.23,-13.82,17.55,-17.22,15.84,-14.96,11.58,-10.83,8.30,-7.49,Calculated discharge uncertainties
54019,C VA,1970-10-01,2022-09-30,99.92,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,33.50,47.00,10-Mar-2016 12:35:42,62.87,62.80,0.00,83.99,0.01,18.49,-18.24,14.00,-13.60,11.95,-11.79,9.90,-9.91,9.42,-9.17,9.07,-8.43,Calculated discharge uncertainties
54020,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,95.76,15.00,24.00,11-Jan-2007 16:15:00,11.64,15.74,0.16,16.43,0.25,20.93,-21.19,19.59,-19.49,13.06,-13.13,16.17,-16.01,7.76,-7.96,5.79,-5.77,Calculated discharge uncertainties
54022,FL,1970-10-01,2009-12-31,75.19,1990-10-01 09:00:00,2011-01-01 00:00:00,62.27,NaN,43.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
54024,C,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,97.05,16.00,51.00,28-May-1969 00:01:00,6.95,18.46,0.31,23.91,0.45,23.36,-22.94,19.06,-18.89,13.77,-13.42,13.96,-13.91,NaN,NaN,NaN,NaN,Calculated discharge uncertainties
54025,FL,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,12-Jan-2007 11:45:00,6.49,29.87,2.75,62.48,3.54,73.02,-73.05,32.12,-30.95,32.40,-32.39,22.48,-22.32,7.81,-7.52,NaN,NaN,Calculated discharge uncertainties
54027,CBVA,1970-10-01,2022-09-30,99.94,1990-10-01 09:00:00,2022-10-01 08:00:00,95.36,18.00,45.00,30-May-1979 00:00:00,18.93,19.10,0.01,48.33,0.02,22.57,-22.58,19.07,-19.09,15.93,-15.99,13.59,-13.67,12.12,-12.12,6.61,-6.59,Calculated discharge uncertainties
54028,VA,1970-10-01,2022-09-30,99.99,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,11-Feb-2002 14:18:00,483.04,406.80,0.00,700.27,0.01,21.62,-20.90,35.09,-34.93,13.17,-13.00,9.84,-9.61,9.29,-9.09,10.13,-10.30,Calculated discharge uncertainties
54029,XC,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,95.47,190.00,NaN,28-Dec-1979 14:15:00,279.14,290.00,0.01,313.14,0.01,20.03,-19.74,14.93,-14.94,13.30,-13.83,12.44,-12.38,10.20,-9.98,9.52,-9.07,Calculated discharge uncertainties
54032,US,1970-10-01,2022-09-30,99.92,1990-10-01 09:00:00,2022-10-01 08:00:00,99.80,340.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
54034,FVVA,1971-10-01,2022-09-30,98.07,1990-10-01 09:00:00,2022-10-01 08:00:00,97.05,NaN,10.00,11-Dec-2000 13:51:00,9.03,31.16,0.04,89.26,0.10,32.96,-31.36,20.37,-19.69,17.09,-19.99,16.05,-16.18,10.28,-10.62,15.72,-15.14,Calculated discharge uncertainties
54036,C VA,1972-03-01,2022-09-30,97.08,1990-10-01 09:00:00,2022-10-01 08:00:00,99.75,11.00,3.40,31-May-1979 00:00:00,26.73,38.80,0.01,85.61,0.01,40.52,-39.92,21.75,-20.96,14.00,-13.19,11.87,-11.72,12.45,-12.39,9.21,-9.80,Calculated discharge uncertainties
54038,FV,1973-06-01,2022-09-30,94.23,1992-04-01 09:00:00,2022-10-01 08:00:00,95.24,NaN,NaN,10-Jan-1986 00:05:00,95.40,109.70,0.01,151.25,0.04,17.79,-17.25,15.50,-14.37,9.47,-9.44,11.33,-11.14,10.52,-10.39,9.52,-9.40,Calculated discharge uncertainties
54044,TPVA,1972-09-14,2022-09-30,96.24,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,2.00,04-Jan-2024 10:30:00,5.62,20.26,0.10,23.88,0.15,20.30,-20.08,16.38,-16.27,14.25,-14.02,18.85,-18.97,12.48,-12.32,7.86,-7.66,Calculated discharge uncertainties
54048,FV,1976-05-21,2022-09-30,89.16,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,27.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.80,-34.03,24.58,-24.68,22.69,-22.25,21.71,-19.43,14.27,-13.98,10.89,-8.57,Calculated discharge uncertainties
54049,TP,1979-11-08,2022-09-30,82.33,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.02,-39.32,26.43,-25.94,15.55,-15.22,21.77,-21.16,10.32,-10.66,9.09,-8.85,Calculated discharge uncertainties
54052,TP,1970-10-01,2022-09-30,99.93,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.65,-24.07,17.00,-16.96,12.12,-12.18,14.06,-14.17,7.23,-6.75,NaN,NaN,Calculated discharge uncertainties
54057,VA,1971-07-01,2022-09-30,97.92,1990-10-01 09:00:00,2022-10-01 08:00:00,99.35,460.00,NaN,03-Nov-2000 12:00:00,753.10,1340.00,0.02,1399.12,0.05,20.39,-20.09,17.78,-17.72,13.60,-13.58,12.36,-12.33,11.35,-11.25,10.74,-10.50,Calculated discharge uncertainties
54060,FV,1972-03-01,2012-12-31,70.36,1990-10-01 09:00:00,2013-09-01 00:00:00,71.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.64,-26.71,20.83,-22.02,14.04,-14.08,18.90,-20.35,21.14,-23.89,NaN,NaN,Calculated discharge uncertainties
54063,FV,1972-08-01,2022-09-30,74.82,1995-03-27 11:00:00,2022-10-01 08:00:00,85.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.84,-17.78,15.74,-15.46,21.32,-19.24,14.12,-14.10,13.77,-13.74,11.84,-11.94,Calculated discharge uncertainties
54080,CC,1977-09-01,2022-09-30,81.51,2000-06-13 14:00:00,2022-10-01 08:00:00,69.68,NaN,NaN,11-Feb-2002 11:20:00,145.74,161.00,0.01,248.33,0.01,14.72,-14.65,12.09,-12.11,15.85,-16.17,12.10,-11.52,12.38,-12.21,11.56,-11.61,Calculated discharge uncertainties
54095,US,1984-03-01,2022-09-30,74.20,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,285.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.91,-19.78,13.42,-13.35,10.30,-10.31,11.00,-11.03,9.59,-9.67,9.45,-9.49,Calculated discharge uncertainties
54096,FV,1987-12-10,2022-09-30,66.37,1990-10-01 09:00:00,2022-10-01 08:00:00,99.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
55002,VA,1970-10-01,2022-07-31,99.68,1990-10-01 09:00:00,2022-10-01 08:00:00,97.69,522.00,NaN,17-Feb-2020 11:00:00,692.77,592.00,0.00,693.14,0.00,23.96,-23.58,17.45,-17.20,18.92,-18.21,10.64,-10.56,11.71,-11.51,12.60,-12.54,Calculated discharge uncertainties
55007,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,30-Oct-2000 11:11:00,850.28,689.00,0.00,896.75,0.00,24.47,-23.13,18.00,-20.41,16.24,-18.49,12.13,-11.51,8.12,-8.43,7.92,-7.99,Calculated discharge uncertainties
55008,CC,1970-10-01,2022-09-30,98.84,1990-10-01 09:00:00,2011-01-01 00:00:00,62.16,NaN,66.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
55013,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,91.41,27.50,NaN,10-Jan-1986 00:00:00,46.78,39.60,0.00,50.31,0.00,22.76,-21.66,14.54,-14.17,13.03,-13.66,9.91,-9.37,16.48,-16.12,16.67,-16.50,Calculated discharge uncertainties
55014,FV,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,93.84,46.00,8.60,21-Jan-2021 11:36:00,48.60,70.90,0.02,81.70,0.05,20.91,-21.47,16.96,-16.74,15.11,-15.09,12.28,-12.39,14.09,-14.07,11.77,-11.75,Calculated discharge uncertainties
55016,FV,1970-10-01,2022-09-30,99.09,1990-10-01 09:00:00,2022-10-01 08:00:00,99.28,NaN,NaN,20-Jul-2007 21:39:00,130.28,144.00,0.01,154.34,0.07,51.68,-53.18,25.65,-26.26,23.52,-23.43,13.86,-13.83,21.22,-20.82,22.49,-21.61,Calculated discharge uncertainties
55018,VA,1970-10-01,2022-09-30,99.94,1990-10-01 09:00:00,2022-10-01 08:00:00,90.51,20.00,NaN,25-Jun-2007 12:23:00,20.10,24.33,0.09,26.42,0.34,26.13,-25.80,26.22,-26.10,24.79,-25.61,16.80,-17.54,24.42,-24.34,16.75,-16.08,Calculated discharge uncertainties
55021,VA,1970-10-01,2022-09-30,95.22,1990-10-01 09:00:00,2022-10-01 08:00:00,90.95,85.00,NaN,21-Jul-2007 18:35:00,82.27,70.80,0.00,72.56,0.00,18.07,-17.62,20.02,-19.45,33.21,-32.05,13.63,-13.06,20.82,-22.26,20.31,-20.91,Calculated discharge uncertainties
55023,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,04-Dec-1992 11:00:00,773.50,815.00,0.02,922.36,0.02,21.52,-21.25,19.56,-19.40,14.15,-14.06,12.82,-12.64,10.77,-10.39,15.66,-15.87,Calculated discharge uncertainties
55025,B VA,1970-10-01,2022-09-30,99.08,2002-01-01 09:00:00,2022-10-01 08:00:00,64.84,NaN,NaN,27-Jan-1984 00:00:00,52.56,68.50,0.02,129.25,0.05,29.03,-28.43,14.01,-14.47,13.74,-12.99,13.08,-13.02,11.59,-11.66,18.04,-18.14,Calculated discharge uncertainties
55026,FVVA,1970-10-01,2022-09-30,100.00,1998-03-27 06:00:00,2022-10-01 08:00:00,64.85,NaN,NaN,06-Mar-1998 20:55:00,175.64,140.00,0.00,197.66,0.01,63.26,-62.79,28.27,-27.90,17.36,-17.22,10.18,-10.18,21.31,-21.29,18.58,-18.51,Calculated discharge uncertainties
55029,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2011-07-18 09:00:00,64.98,NaN,NaN,09-Apr-1998 18:40:00,237.61,156.00,0.00,270.25,0.01,37.04,-36.50,27.31,-23.34,16.49,-15.71,19.93,-17.48,14.93,-14.13,11.54,-11.93,Calculated discharge uncertainties
55032,FV,1970-10-01,2022-09-30,99.69,1990-10-01 09:00:00,2022-10-01 08:00:00,94.12,NaN,NaN,06-Mar-1998 19:45:00,229.00,114.40,0.00,172.96,0.00,18.38,-16.90,24.31,-22.52,17.28,-16.65,11.63,-11.66,28.86,-29.64,15.21,-15.55,Calculated discharge uncertainties
56001,VA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,02-Feb-2002 12:50:00,771.00,585.00,0.00,709.50,0.00,18.08,-17.74,18.00,-17.78,15.08,-14.86,14.14,-14.13,13.11,-12.93,10.50,-10.44,Calculated discharge uncertainties
56002,FVVA,1970-10-01,2022-09-30,94.58,1990-10-01 09:00:00,2022-10-01 08:00:00,98.53,NaN,NaN,01-Feb-2002 19:23:00,130.25,153.10,0.01,240.50,0.02,15.83,-15.79,17.32,-17.17,14.62,-14.53,15.97,-15.65,12.49,-12.31,13.31,-13.50,Calculated discharge uncertainties
56007,FV,1970-10-01,2022-09-30,99.05,1990-10-01 09:00:00,2022-10-01 08:00:00,99.15,NaN,24.00,NaN,NaN,NaN,NaN,NaN,NaN,33.31,-32.53,19.19,-18.36,12.73,-12.69,12.85,-12.80,9.69,-11.54,NaN,NaN,Calculated discharge uncertainties
56012,C,1971-01-01,2022-09-30,92.83,1990-10-01 09:00:00,2022-10-01 08:00:00,99.80,NaN,NaN,15-Jan-2020 13:37:18,10.62,37.10,0.86,61.27,1.03,21.10,-20.41,17.56,-16.84,12.17,-11.92,14.19,-13.31,9.15,-8.77,NaN,NaN,Calculated discharge uncertainties
56013,C,1972-05-01,2022-09-30,96.64,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,13-Dec-2011 13:29:08,8.87,29.04,2.12,81.58,2.56,27.73,-26.17,20.30,-18.18,15.55,-14.50,14.33,-14.20,9.31,-9.21,NaN,NaN,Calculated discharge uncertainties
57004,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,96.01,NaN,NaN,13-Oct-2018 09:45:00,105.25,107.90,0.01,172.81,0.01,25.21,-24.95,19.99,-19.60,14.00,-13.83,11.28,-11.41,10.26,-10.01,11.18,-10.30,Calculated discharge uncertainties
57005,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,99.15,NaN,NaN,11-Feb-2002 12:24:00,426.23,427.00,0.01,798.00,0.02,19.31,-19.41,16.58,-16.05,13.72,-13.63,10.95,-10.86,10.33,-10.18,12.93,-12.96,Calculated discharge uncertainties
57006,VA,1970-10-01,2022-09-30,98.40,1990-10-01 09:00:00,2022-10-01 08:00:00,99.99,NaN,NaN,19-Nov-1986 00:00:00,151.80,108.00,0.00,210.75,0.01,20.29,-19.82,16.35,-15.09,15.94,-15.66,16.59,-16.21,12.31,-12.08,12.52,-12.08,Calculated discharge uncertainties
57007,FVVA,1973-05-01,2022-09-30,95.04,1990-10-01 09:00:00,2022-10-01 08:00:00,93.76,NaN,NaN,02-Dec-1992 11:11:00,232.00,215.00,0.00,417.79,0.01,18.43,-18.09,16.38,-15.41,14.02,-13.60,10.46,-10.06,10.04,-9.87,11.90,-11.69,Calculated discharge uncertainties
57008,FVVA,1973-01-01,2022-09-30,95.67,1990-10-01 09:00:00,2022-10-01 08:00:00,95.33,NaN,NaN,05-Sep-2008 15:29:11,108.44,115.50,0.01,142.50,0.01,17.48,-17.43,13.65,-13.37,12.58,-12.35,15.42,-15.32,8.94,-8.85,10.54,-10.53,Calculated discharge uncertainties
57009,FVVA,1975-01-01,2022-09-30,91.82,1990-10-01 09:00:00,2022-10-01 08:00:00,98.63,NaN,NaN,05-Sep-2008 21:36:00,96.79,81.50,0.00,111.00,0.01,21.98,-21.70,16.93,-17.06,14.35,-14.36,14.52,-14.34,13.31,-13.06,15.04,-15.04,Calculated discharge uncertainties
58001,FVVA,1970-10-01,2022-09-30,100.00,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,02-Nov-1970 00:04:00,106.20,139.30,0.02,176.91,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
58002,FVVA,1975-01-01,2022-09-30,90.03,1990-10-01 09:00:00,2022-10-01 08:00:00,99.92,NaN,NaN,04-Oct-2004 08:32:00,161.85,244.70,0.04,516.69,0.20,20.22,-21.06,14.43,-14.28,11.30,-11.30,10.60,-10.18,13.10,-13.00,8.71,-8.84,Calculated discharge uncertainties
58006,FVVA,1971-10-01,2022-09-30,98.03,1990-10-01 09:00:00,2022-10-01 08:00:00,99.54,NaN,NaN,05-Sep-2008 13:37:00,107.96,81.44,0.00,167.66,0.01,24.39,-22.86,16.86,-16.16,14.45,-14.07,12.24,-11.83,10.59,-10.80,10.98,-10.86,Calculated discharge uncertainties
58008,CC,1971-11-10,2022-09-30,97.19,1990-10-01 09:00:00,2022-10-01 08:00:00,98.95,NaN,NaN,29-Jul-2009 11:06:25,48.71,45.29,0.00,100.85,0.04,21.17,-20.80,15.19,-15.50,15.23,-15.73,14.26,-13.98,11.79,-11.60,11.84,-11.72,Calculated discharge uncertainties
58009,FVVA,1971-11-01,2022-09-30,97.89,1990-10-01 09:00:00,2022-10-01 08:00:00,100.00,NaN,NaN,27-Jan-1975 00:00:00,31.00,40.22,0.02,51.92,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Discharge uncertainty estimates not provided
58010,FVVA,1975-09-01,2022-09-30,71.60,1992-06-01 09:00:00,2022-10-01 08:00:00,91.60,NaN,7.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No stage-discharge measurements available
